Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
31,Travel_Frequently,754,Sales,26,Marketing,1,Male,63,3,2,Sales_exec,4,Married,5617,1,Yes,11,3,3,0,10,4,3,10,7,0,8,1
53,Travel_Rarely,1168,Sales,24,Life_SC,1,Male,66,3,3,Sales_exec,1,Single,10448,6,Yes,13,3,2,0,15,2,2,2,2,2,2,1
54,Travel_Rarely,155,RandD,9,Life_SC,1,Female,67,3,2,Scientist,3,Married,2897,3,No,11,3,3,2,9,6,2,4,3,2,3,0
33,Travel_Frequently,1303,RandD,7,Life_SC,4,Male,36,3,2,health_rep,3,Divorced,5968,1,No,20,4,3,3,9,2,3,9,7,2,8,0
43,Travel_Rarely,574,RandD,11,Life_SC,1,Male,30,3,3,health_rep,3,Married,7510,1,No,17,3,2,1,10,1,3,10,9,0,9,0
38,Travel_Frequently,1444,HR,1,Other,4,Male,88,3,1,Job_HR,2,Married,2991,0,Yes,11,3,2,1,7,2,3,6,2,1,2,0
55,Travel_Rarely,189,HR,26,EDU_HR,3,Male,71,4,5,Manager,2,Married,19636,4,Yes,18,3,1,1,35,0,3,10,9,1,4,0
31,Travel_Rarely,1276,RandD,2,Medical,4,Female,59,1,1,Lab_tech,4,Divorced,1129,1,Yes,11,3,3,3,1,4,3,1,0,0,0,0
39,Travel_Rarely,119,Sales,15,Marketing,2,Male,77,3,4,Sales_exec,1,Single,13341,0,No,12,3,1,0,21,3,3,20,8,11,10,0
42,Non-Travel,335,RandD,23,Life_SC,4,Male,37,2,2,Scientist,3,Single,4332,1,No,12,3,4,0,20,2,3,20,9,3,7,0
31,Non-Travel,697,RandD,10,Medical,3,Female,40,3,3,Research_dir,3,Married,11031,4,No,20,4,3,1,13,2,4,11,7,4,8,0
54,Travel_Rarely,157,RandD,10,Medical,3,Female,77,3,2,mfg_director,1,Single,4440,6,Yes,19,3,4,0,9,3,3,5,2,1,4,0
24,Travel_Rarely,771,RandD,1,Life_SC,2,Male,45,2,2,health_rep,3,Single,4617,1,No,12,3,2,0,4,2,2,4,3,1,2,0
23,Travel_Rarely,571,RandD,12,Other,4,Male,78,3,1,Lab_tech,4,Single,2647,1,No,13,3,3,0,5,6,4,5,2,1,4,0
40,Travel_Frequently,692,RandD,11,TECH,4,Female,73,3,2,Lab_tech,3,Married,6323,1,No,11,3,1,1,10,2,4,10,9,9,4,0
40,Travel_Rarely,444,Sales,2,Marketing,2,Female,92,3,2,Sales_exec,2,Married,5677,3,No,14,3,3,1,15,4,3,11,8,5,10,0
25,Travel_Rarely,309,HR,2,EDU_HR,3,Female,82,3,1,Job_HR,2,Married,2187,4,No,14,3,3,0,6,3,3,2,0,1,2,0
30,Travel_Rarely,911,RandD,1,Medical,4,Male,76,3,1,Lab_tech,2,Married,3748,1,No,13,3,3,0,12,6,2,12,8,1,7,0
25,Travel_Rarely,977,RandD,2,Other,4,Male,57,3,1,Lab_tech,3,Divorced,3977,6,Yes,19,3,3,1,7,2,2,2,2,0,2,0
47,Travel_Rarely,1180,RandD,25,Medical,1,Male,84,3,3,health_rep,3,Single,8633,2,No,23,4,2,0,25,3,3,17,14,12,11,0
33,Non-Travel,1313,RandD,1,Medical,2,Male,59,2,1,Lab_tech,3,Divorced,2008,1,No,12,3,3,3,1,2,2,1,1,0,0,0
38,Travel_Rarely,1321,Sales,1,Life_SC,4,Male,86,3,2,Sales_exec,2,Married,4440,0,No,15,3,1,2,16,3,3,15,13,5,8,0
31,Travel_Rarely,1154,Sales,2,Life_SC,1,Male,54,3,1,Sales_rep,3,Married,3067,0,No,19,3,3,1,3,1,3,2,2,1,2,0
38,Travel_Frequently,508,RandD,6,Life_SC,1,Male,72,2,2,mfg_director,3,Married,5321,2,No,11,3,4,1,10,1,3,8,3,7,7,0
42,Travel_Rarely,557,RandD,18,Life_SC,4,Male,35,3,2,Scientist,1,Divorced,5410,6,Yes,17,3,3,1,9,3,2,4,3,1,2,0
41,Travel_Rarely,642,RandD,1,Life_SC,4,Male,76,3,1,Scientist,4,Married,2782,3,No,22,4,1,1,12,3,3,5,3,1,0,0
47,Non-Travel,1162,RandD,1,Medical,3,Female,98,3,3,Research_dir,2,Married,11957,0,No,18,3,1,2,14,3,1,13,8,5,12,0
35,Travel_Rarely,1490,RandD,11,Medical,4,Male,43,3,1,Lab_tech,3,Married,2660,7,Yes,11,3,3,1,5,3,3,2,2,2,2,0
22,Travel_Rarely,581,RandD,1,Life_SC,4,Male,63,3,1,Scientist,3,Single,3375,0,No,12,3,4,0,4,2,4,3,2,1,2,0
35,Travel_Rarely,1395,RandD,9,Medical,2,Male,48,3,2,Scientist,3,Single,5098,1,No,19,3,2,0,10,5,3,10,7,0,8,0
33,Travel_Rarely,501,RandD,15,Medical,2,Female,95,3,2,health_rep,4,Married,4878,0,Yes,13,3,1,1,10,6,3,9,7,8,1,0
32,Travel_Rarely,267,RandD,29,Life_SC,3,Female,49,2,1,Lab_tech,2,Single,2837,1,No,13,3,3,0,6,3,3,6,2,4,1,0
40,Travel_Rarely,543,RandD,1,Life_SC,1,Male,83,3,1,Lab_tech,4,Married,2406,8,No,19,3,3,2,8,3,2,1,0,0,0,0
32,Travel_Rarely,234,Sales,1,Medical,2,Male,68,2,1,Sales_rep,2,Married,2269,0,No,14,3,2,1,3,2,3,2,2,2,2,0
39,Travel_Rarely,116,RandD,24,Life_SC,1,Male,52,3,2,Scientist,4,Single,4108,7,No,13,3,1,0,18,2,3,7,7,1,7,0
38,Travel_Rarely,201,RandD,10,Medical,2,Female,99,1,3,Research_dir,3,Married,13206,3,No,12,3,1,1,20,3,3,18,16,1,11,0
32,Travel_Rarely,801,Sales,1,Marketing,3,Female,48,3,3,Sales_exec,4,Married,10422,1,No,19,3,3,2,14,3,3,14,10,5,7,0
37,Travel_Rarely,161,RandD,10,Life_SC,3,Female,42,4,3,Research_dir,4,Married,13744,1,Yes,25,4,1,1,16,2,3,16,11,6,8,0
25,Travel_Rarely,1382,Sales,8,Other,1,Female,85,3,2,Sales_exec,3,Divorced,4907,0,Yes,22,4,2,1,6,3,2,5,3,0,4,0
52,Non-Travel,585,Sales,29,Life_SC,1,Male,40,3,1,Sales_rep,4,Divorced,3482,2,No,15,3,2,2,16,3,2,9,8,0,0,0
44,Travel_Rarely,1037,RandD,1,Medical,2,Male,42,3,1,Scientist,4,Single,2436,6,Yes,12,3,3,0,6,2,3,4,3,1,2,0
21,Travel_Rarely,501,Sales,5,Medical,3,Male,58,3,1,Sales_rep,1,Single,2380,1,Yes,11,3,4,0,2,6,3,2,2,1,2,0
39,Non-Travel,105,RandD,9,Life_SC,4,Male,87,3,5,Manager,4,Single,19431,2,No,13,3,3,0,21,3,2,6,0,1,3,0
23,Travel_Frequently,638,Sales,9,Marketing,4,Male,33,3,1,Sales_rep,1,Married,1790,1,No,19,3,1,1,1,3,2,1,0,1,0,1
36,Travel_Rarely,557,Sales,3,Medical,1,Female,94,2,3,Sales_exec,4,Married,7644,0,No,19,3,3,2,10,2,3,9,7,3,4,0
36,Travel_Frequently,688,RandD,4,Life_SC,4,Female,97,3,2,mfg_director,2,Divorced,5131,7,No,13,3,2,3,18,3,3,4,2,0,2,0
56,Non-Travel,667,RandD,1,Life_SC,3,Male,57,3,2,health_rep,3,Divorced,6306,1,No,21,4,1,1,13,2,2,13,12,1,9,0
29,Travel_Rarely,1092,RandD,1,Medical,1,Male,36,3,1,Scientist,4,Married,4787,9,Yes,14,3,2,3,4,3,4,2,2,2,2,1
42,Travel_Rarely,300,RandD,2,Life_SC,1,Male,56,3,5,Manager,3,Married,18880,5,No,11,3,1,0,24,2,2,22,6,4,14,0
56,Travel_Rarely,310,RandD,7,TECH,4,Male,72,3,1,Lab_tech,3,Married,2339,8,No,11,3,4,1,14,4,1,10,9,9,8,1
41,Travel_Rarely,582,RandD,28,Life_SC,1,Female,60,2,4,mfg_director,2,Married,13570,0,No,23,4,3,1,21,3,3,20,7,0,10,0
34,Travel_Rarely,704,Sales,28,Marketing,4,Female,95,2,2,Sales_exec,3,Married,6712,1,No,21,4,4,2,8,2,3,8,7,1,7,0
36,Non-Travel,301,Sales,15,Marketing,4,Male,88,1,2,Sales_exec,4,Divorced,5406,1,No,24,4,1,1,15,4,2,15,12,11,11,0
41,Travel_Rarely,930,Sales,3,Life_SC,3,Male,57,2,2,Sales_exec,2,Divorced,8938,2,No,11,3,3,1,14,5,3,5,4,0,4,0
32,Travel_Rarely,529,RandD,2,TECH,4,Male,78,3,1,Scientist,1,Single,2439,1,No,14,3,4,0,4,4,3,4,2,1,2,0
35,Travel_Rarely,1146,HR,26,Life_SC,3,Female,31,3,3,Job_HR,4,Single,8837,1,Yes,16,3,3,0,9,2,3,9,0,1,7,0
38,Travel_Rarely,345,Sales,10,Life_SC,1,Female,100,3,2,Sales_exec,4,Married,5343,1,No,11,3,3,1,10,1,3,10,7,1,9,0
50,Travel_Frequently,878,Sales,1,Life_SC,2,Male,94,3,2,Sales_exec,3,Divorced,6728,7,No,12,3,4,2,12,3,3,6,3,0,1,1
36,Travel_Rarely,1120,Sales,11,Marketing,2,Female,100,2,2,Sales_exec,4,Married,6652,4,No,13,3,1,1,8,2,2,6,3,0,0,0
45,Travel_Rarely,374,Sales,20,Life_SC,4,Female,50,3,2,Sales_exec,3,Single,4850,8,No,15,3,3,0,8,3,3,5,3,0,1,0
40,Travel_Rarely,1322,RandD,2,Life_SC,3,Male,52,2,1,Scientist,3,Single,2809,2,No,14,3,4,0,8,2,3,2,2,2,2,0
35,Travel_Frequently,1199,RandD,18,Life_SC,3,Male,80,3,2,health_rep,3,Married,5689,1,Yes,14,3,4,2,10,2,4,10,2,0,2,0
40,Travel_Rarely,1194,RandD,2,Medical,3,Female,98,3,1,Scientist,3,Married,2001,2,No,14,3,2,3,20,2,3,5,3,0,2,0
35,Travel_Rarely,287,RandD,1,Life_SC,3,Female,62,1,1,Scientist,4,Married,2977,1,No,12,3,4,1,4,5,3,4,3,1,1,0
29,Travel_Rarely,1378,RandD,13,Other,4,Male,46,2,2,Lab_tech,2,Married,4025,4,Yes,13,3,1,1,10,2,3,4,3,0,3,0
29,Travel_Rarely,468,RandD,28,Medical,4,Female,73,2,1,Scientist,1,Single,3785,1,No,14,3,2,0,5,3,1,5,4,0,4,0
50,Travel_Rarely,410,Sales,28,Marketing,4,Male,39,2,3,Sales_exec,1,Divorced,10854,4,Yes,13,3,2,1,20,3,3,3,2,2,0,1
39,Travel_Rarely,722,Sales,24,Marketing,2,Female,60,2,4,Sales_exec,4,Married,12031,0,No,11,3,1,1,21,2,2,20,9,9,6,0
31,Non-Travel,325,RandD,5,Medical,2,Male,74,3,2,mfg_director,1,Single,9936,0,No,19,3,2,0,10,2,3,9,4,1,7,0
26,Travel_Rarely,1167,Sales,5,Other,4,Female,30,2,1,Sales_rep,3,Single,2966,0,No,18,3,4,0,5,2,3,4,2,0,0,0
36,Travel_Frequently,884,RandD,23,Medical,3,Male,41,4,2,Lab_tech,4,Married,2571,4,No,17,3,3,1,17,3,3,5,2,0,3,0
39,Travel_Rarely,613,RandD,6,Medical,4,Male,42,2,3,health_rep,1,Married,9991,4,No,15,3,1,1,9,5,3,7,7,1,7,0
27,Travel_Rarely,155,RandD,4,Life_SC,2,Male,87,4,2,mfg_director,2,Married,6142,1,Yes,20,4,2,1,6,0,3,6,2,0,3,0
49,Travel_Frequently,1023,Sales,2,Medical,4,Male,63,2,2,Sales_exec,2,Married,5390,2,No,14,3,4,0,17,3,2,9,6,0,8,0
34,Travel_Rarely,628,RandD,8,Medical,2,Male,82,4,2,Lab_tech,3,Married,4404,2,No,12,3,1,0,6,3,4,4,3,1,2,0
41,Travel_Rarely,1102,Sales,1,Life_SC,2,Female,94,3,2,Sales_exec,4,Single,5993,8,Yes,11,3,1,0,8,0,1,6,4,0,5,1
49,Travel_Frequently,279,RandD,8,Life_SC,3,Male,61,2,2,Scientist,2,Married,5130,1,No,23,4,4,1,10,3,3,10,7,1,7,0
37,Travel_Rarely,1373,RandD,2,Other,4,Male,92,2,1,Lab_tech,3,Single,2090,6,Yes,15,3,2,0,7,3,3,0,0,0,0,1
33,Travel_Frequently,1392,RandD,3,Life_SC,4,Female,56,3,1,Scientist,3,Married,2909,1,Yes,11,3,3,0,8,3,3,8,7,3,0,0
27,Travel_Rarely,591,RandD,2,Medical,1,Male,40,3,1,Lab_tech,2,Married,3468,9,No,12,3,4,1,6,3,3,2,2,2,2,0
32,Travel_Frequently,1005,RandD,2,Life_SC,4,Male,79,3,1,Lab_tech,4,Single,3068,0,No,13,3,3,0,8,2,2,7,7,3,6,0
59,Travel_Rarely,1324,RandD,3,Medical,3,Female,81,4,1,Lab_tech,1,Married,2670,4,Yes,20,4,1,3,12,3,2,1,0,0,0,0
30,Travel_Rarely,1358,RandD,24,Life_SC,4,Male,67,3,1,Lab_tech,3,Divorced,2693,1,No,22,4,2,1,1,2,3,1,0,0,0,0
38,Travel_Frequently,216,RandD,23,Life_SC,4,Male,44,2,3,mfg_director,3,Single,9526,0,No,21,4,2,0,10,2,3,9,7,1,8,0
36,Travel_Rarely,1299,RandD,27,Medical,3,Male,94,3,2,health_rep,3,Married,5237,6,No,13,3,2,2,17,3,2,7,7,7,7,0
35,Travel_Rarely,809,RandD,16,Medical,1,Male,84,4,1,Lab_tech,2,Married,2426,0,No,13,3,3,1,6,5,3,5,4,0,3,0
29,Travel_Rarely,153,RandD,15,Life_SC,4,Female,49,2,2,Lab_tech,3,Single,4193,0,Yes,12,3,4,0,10,3,3,9,5,0,8,0
31,Travel_Rarely,670,RandD,26,Life_SC,1,Male,31,3,1,Scientist,3,Divorced,2911,1,No,17,3,4,1,5,1,2,5,2,4,3,0
34,Travel_Rarely,1346,RandD,19,Medical,2,Male,93,3,1,Lab_tech,4,Divorced,2661,0,No,11,3,3,1,3,2,3,2,2,1,2,0
28,Travel_Rarely,103,RandD,24,Life_SC,3,Male,50,2,1,Lab_tech,3,Single,2028,5,Yes,14,3,2,0,6,4,3,4,2,0,3,1
29,Travel_Rarely,1389,RandD,21,Life_SC,2,Female,51,4,3,mfg_director,1,Divorced,9980,1,No,11,3,3,1,10,1,3,10,9,8,8,0
32,Travel_Rarely,334,RandD,5,Life_SC,1,Male,80,4,1,Scientist,2,Divorced,3298,0,Yes,12,3,4,2,7,5,2,6,2,0,5,0
22,Non-Travel,1123,RandD,16,Medical,4,Male,96,4,1,Lab_tech,4,Divorced,2935,1,Yes,13,3,2,2,1,2,2,1,0,0,0,0
53,Travel_Rarely,1219,Sales,2,Life_SC,1,Female,78,2,4,Manager,4,Married,15427,2,No,16,3,3,0,31,3,3,25,8,3,7,0
38,Travel_Rarely,371,RandD,2,Life_SC,4,Male,45,3,1,Scientist,4,Single,3944,5,Yes,11,3,3,0,6,3,3,3,2,1,2,0
24,Non-Travel,673,RandD,11,Other,1,Female,96,4,2,mfg_director,3,Divorced,4011,0,No,18,3,4,1,5,5,2,4,2,1,3,0
36,Travel_Rarely,1218,Sales,9,Life_SC,3,Male,82,2,1,Sales_rep,1,Single,3407,7,No,23,4,2,0,10,4,3,5,3,0,3,1
34,Travel_Rarely,419,RandD,7,Life_SC,1,Female,53,3,3,Research_dir,2,Single,11994,0,No,11,3,3,0,13,4,3,12,6,2,11,0
21,Travel_Rarely,391,RandD,15,Life_SC,3,Male,96,3,1,Scientist,4,Single,1232,1,No,14,3,4,0,0,6,3,0,0,0,0,0
34,Travel_Rarely,699,RandD,6,Medical,2,Male,83,3,1,Scientist,1,Single,2960,2,No,11,3,3,0,8,2,3,4,2,1,3,1
53,Travel_Rarely,1282,RandD,5,Other,3,Female,58,3,5,Manager,3,Divorced,19094,4,No,11,3,4,1,26,3,2,14,13,4,8,0
32,Travel_Frequently,1125,RandD,16,Life_SC,2,Female,72,1,1,Scientist,1,Single,3919,1,Yes,22,4,2,0,10,5,3,10,2,6,7,1
42,Travel_Rarely,691,Sales,8,Marketing,3,Male,48,3,2,Sales_exec,2,Married,6825,0,No,11,3,4,1,10,2,3,9,7,4,2,0
44,Travel_Rarely,477,RandD,7,Medical,1,Female,42,2,3,health_rep,4,Married,10248,3,No,14,3,4,1,24,4,3,22,6,5,17,0
46,Travel_Rarely,705,Sales,2,Marketing,2,Female,83,3,5,Manager,1,Single,18947,3,No,12,3,4,0,22,2,2,2,2,2,1,0
33,Travel_Rarely,924,RandD,2,Medical,3,Male,78,3,1,Lab_tech,4,Single,2496,4,No,11,3,4,0,7,3,3,1,1,0,0,0
44,Travel_Rarely,1459,RandD,10,Other,4,Male,41,3,2,health_rep,4,Married,6465,2,Yes,13,3,4,0,9,5,4,4,2,1,3,0
30,Travel_Rarely,125,RandD,9,Medical,4,Male,83,2,1,Lab_tech,3,Single,2206,1,No,13,3,1,0,10,5,3,10,0,1,8,0
39,Travel_Rarely,895,Sales,5,TECH,4,Male,56,3,2,Sales_rep,4,Married,2086,3,No,14,3,3,1,19,6,4,1,0,0,0,1
24,Travel_Rarely,813,RandD,1,Medical,2,Male,61,3,1,Scientist,4,Married,2293,2,Yes,16,3,1,1,6,2,2,2,0,2,0,1
43,Travel_Rarely,1273,RandD,2,Medical,4,Female,72,4,1,Scientist,3,Divorced,2645,1,No,12,3,4,2,6,3,2,5,3,1,4,0
50,Travel_Rarely,869,Sales,3,Marketing,1,Male,86,2,1,Sales_rep,3,Married,2683,1,Yes,14,3,3,0,3,2,3,3,2,0,2,1
35,Travel_Rarely,890,Sales,2,Marketing,4,Female,97,3,1,Sales_rep,4,Married,2014,1,No,13,3,1,0,2,3,3,2,2,2,2,0
36,Travel_Rarely,852,RandD,5,Life_SC,2,Female,82,2,1,Scientist,1,Married,3419,9,Yes,14,3,4,1,6,3,4,1,1,0,0,0
33,Travel_Frequently,1141,Sales,1,Life_SC,3,Female,42,4,2,Sales_exec,1,Married,5376,2,No,19,3,1,2,10,3,3,5,3,1,3,0
35,Travel_Rarely,464,RandD,4,Other,3,Male,75,3,1,Lab_tech,4,Divorced,1951,1,No,12,3,3,1,1,3,3,1,0,0,0,0
27,Travel_Rarely,1240,RandD,2,Life_SC,4,Female,33,3,1,Lab_tech,1,Divorced,2341,1,No,13,3,4,1,1,6,3,1,0,0,0,0
26,Travel_Rarely,1357,RandD,25,Life_SC,1,Male,48,1,1,Lab_tech,3,Single,2293,1,No,12,3,3,0,1,2,2,1,0,0,1,1
27,Travel_Frequently,994,Sales,8,Life_SC,4,Male,37,3,3,Sales_exec,3,Single,8726,1,No,15,3,4,0,9,0,3,9,8,1,7,0
30,Travel_Frequently,721,RandD,1,Medical,3,Female,58,3,2,Lab_tech,4,Single,4011,1,No,23,4,4,0,12,2,3,12,8,3,7,0
41,Travel_Rarely,1360,RandD,12,TECH,2,Female,49,3,5,Research_dir,3,Married,19545,1,No,12,3,4,0,23,0,3,22,15,15,8,1
34,Non-Travel,1065,Sales,23,Marketing,2,Male,72,3,2,Sales_exec,3,Single,4568,0,No,20,4,3,0,10,2,3,9,5,8,7,0
37,Travel_Rarely,408,RandD,19,Life_SC,2,Male,73,3,1,Scientist,2,Married,3022,4,No,21,4,1,0,8,1,3,1,0,0,0,0
46,Travel_Frequently,1211,Sales,5,Marketing,1,Male,98,3,2,Sales_exec,4,Single,5772,4,Yes,21,4,3,0,14,4,3,9,6,0,8,0
35,Travel_Rarely,1229,RandD,8,Life_SC,4,Male,36,4,1,Lab_tech,4,Married,2269,1,No,19,3,4,0,1,2,3,1,0,0,1,0
48,Travel_Rarely,626,RandD,1,Life_SC,1,Male,98,2,3,Lab_tech,3,Single,5381,9,Yes,13,3,4,0,23,2,3,1,0,0,0,1
28,Travel_Rarely,1434,RandD,5,TECH,3,Male,50,3,1,Lab_tech,3,Single,3441,1,Yes,13,3,3,0,2,3,2,2,2,2,2,1
44,Travel_Rarely,1488,Sales,1,Marketing,2,Female,75,3,2,Sales_exec,1,Divorced,5454,5,Yes,21,4,3,1,9,2,2,4,3,1,3,0
35,Non-Travel,1097,RandD,11,Medical,3,Male,79,2,3,health_rep,1,Married,9884,2,Yes,13,3,3,1,10,3,3,4,0,2,3,0
26,Travel_Rarely,1443,Sales,23,Marketing,3,Female,47,2,2,Sales_exec,4,Married,4157,7,Yes,19,3,3,1,5,2,2,2,2,0,0,0
33,Travel_Frequently,515,RandD,1,Life_SC,1,Female,98,3,3,Research_dir,4,Single,13458,1,Yes,12,3,3,0,15,1,3,15,14,8,12,0
35,Travel_Frequently,853,Sales,18,Life_SC,2,Male,71,3,3,Sales_exec,1,Married,9069,1,No,22,4,4,1,9,3,2,9,8,1,8,0
35,Travel_Rarely,1142,RandD,23,Medical,3,Female,30,3,1,Lab_tech,1,Married,4014,3,Yes,15,3,3,1,4,3,3,2,2,2,2,0
31,Travel_Rarely,655,RandD,7,Life_SC,4,Male,48,3,2,Lab_tech,4,Divorced,5915,3,No,22,4,4,1,10,3,2,7,7,1,7,0
37,Travel_Rarely,1115,RandD,1,Life_SC,1,Male,51,2,2,mfg_director,3,Divorced,5993,1,No,18,3,3,1,7,2,4,7,5,0,7,0
32,Travel_Rarely,427,RandD,1,Medical,1,Male,33,3,2,mfg_director,4,Married,6162,1,Yes,22,4,2,1,9,3,3,9,8,7,8,0
38,Travel_Frequently,653,RandD,29,Life_SC,4,Female,50,3,2,Lab_tech,4,Single,2406,1,No,11,3,4,0,10,2,3,10,3,9,9,0
50,Travel_Rarely,989,RandD,7,Medical,2,Female,43,2,5,Research_dir,3,Divorced,18740,5,Yes,12,3,4,1,29,2,2,27,3,13,8,0
59,Travel_Rarely,1435,Sales,25,Life_SC,1,Female,99,3,3,Sales_exec,1,Single,7637,7,No,11,3,4,0,28,3,2,21,16,7,9,0
36,Travel_Rarely,1223,RandD,8,TECH,3,Female,59,3,3,health_rep,3,Divorced,10096,1,No,13,3,2,3,17,2,3,17,14,12,8,0
55,Travel_Rarely,836,RandD,8,Medical,4,Female,33,3,4,Manager,3,Divorced,14756,2,Yes,14,3,3,3,21,2,3,5,0,0,2,0
36,Travel_Frequently,1195,RandD,11,Life_SC,2,Male,95,2,2,mfg_director,2,Single,6499,1,No,13,3,3,0,6,3,3,6,5,0,3,0
45,Travel_Rarely,1339,RandD,7,Life_SC,2,Male,59,3,3,Scientist,1,Divorced,9724,2,No,17,3,3,1,25,2,3,1,0,0,0,0
35,Travel_Frequently,664,RandD,1,Medical,2,Male,79,3,1,Scientist,1,Married,2194,4,No,13,3,4,1,5,2,2,3,2,1,2,0
36,Travel_Rarely,318,RandD,9,Medical,4,Male,79,2,1,Scientist,3,Married,3388,0,Yes,17,3,1,1,2,0,2,1,0,0,0,1
59,Travel_Frequently,1225,Sales,1,Life_SC,1,Female,57,2,2,Sales_exec,3,Single,5473,7,No,11,3,4,0,20,2,2,4,3,1,3,0
29,Travel_Rarely,1328,RandD,2,Life_SC,3,Male,76,3,1,Scientist,2,Married,2703,0,No,23,4,4,1,6,3,3,5,4,0,4,0
31,Travel_Rarely,1082,RandD,1,Medical,3,Male,87,3,1,Scientist,2,Single,2501,1,No,17,3,2,0,1,4,3,1,1,1,0,0
32,Travel_Rarely,548,RandD,1,Life_SC,2,Male,66,3,2,Scientist,2,Married,6220,1,No,17,3,2,2,10,3,3,10,4,0,9,0
36,Travel_Rarely,132,RandD,6,Life_SC,2,Female,55,4,1,Lab_tech,4,Married,3038,3,No,12,3,2,0,5,3,3,1,0,0,0,0
31,Travel_Rarely,746,RandD,8,Life_SC,3,Female,61,3,2,mfg_director,4,Single,4424,1,No,23,4,4,0,11,2,3,11,7,1,8,0
35,Travel_Rarely,776,Sales,1,Marketing,3,Male,32,2,2,Sales_exec,1,Single,4312,0,No,14,3,2,0,16,2,3,15,13,2,8,0
45,Travel_Rarely,193,RandD,6,Other,4,Male,52,3,3,Research_dir,1,Married,13245,4,Yes,14,3,2,0,17,3,4,0,0,0,0,0
37,Travel_Rarely,397,RandD,7,Medical,1,Male,30,3,3,Research_dir,3,Single,13664,4,No,13,3,1,0,16,3,4,5,2,0,2,0
46,Travel_Rarely,945,HR,5,Medical,2,Male,80,3,2,Job_HR,2,Divorced,5021,8,Yes,22,4,4,1,16,2,3,4,2,0,2,0
30,Travel_Rarely,852,RandD,1,Life_SC,4,Male,55,2,2,Lab_tech,4,Married,5126,1,Yes,12,3,3,2,10,1,2,10,8,3,0,0
35,Travel_Rarely,1214,RandD,1,Medical,2,Male,30,2,1,Scientist,3,Single,2859,1,No,18,3,1,0,6,3,3,6,4,0,4,0
55,Travel_Rarely,111,Sales,1,Life_SC,1,Male,70,3,3,Sales_exec,4,Married,10239,3,No,14,3,4,1,24,4,3,1,0,1,0,0
38,Non-Travel,573,RandD,6,Medical,2,Female,79,1,2,Scientist,4,Divorced,5329,7,Yes,12,3,4,3,17,3,3,13,11,1,9,0
34,Travel_Rarely,1153,RandD,1,Medical,1,Male,94,3,2,mfg_director,2,Married,4325,1,No,15,3,3,0,5,2,3,5,2,1,3,0
56,Travel_Rarely,1400,RandD,7,Life_SC,4,Male,49,1,3,mfg_director,4,Single,7260,4,No,11,3,1,0,37,3,2,6,4,0,2,0
23,Travel_Rarely,541,Sales,2,TECH,3,Male,62,3,1,Sales_rep,1,Divorced,2322,3,No,13,3,3,1,3,3,3,0,0,0,0,0
51,Travel_Rarely,432,RandD,9,Life_SC,4,Male,96,3,1,Lab_tech,4,Married,2075,3,No,23,4,2,2,10,4,3,4,2,0,3,0
30,Travel_Rarely,288,RandD,2,Life_SC,3,Male,99,2,2,health_rep,4,Married,4152,1,No,19,3,1,3,11,3,3,11,10,10,8,0
46,Travel_Rarely,669,Sales,9,Medical,3,Male,64,2,3,Sales_exec,4,Single,9619,1,No,16,3,4,0,9,3,3,9,8,4,7,1
40,Travel_Frequently,530,RandD,1,Life_SC,3,Male,78,2,4,health_rep,2,Married,13503,1,No,22,4,4,1,22,3,2,22,3,11,11,0
51,Travel_Rarely,632,Sales,21,Marketing,3,Male,71,3,2,Sales_exec,4,Single,5441,0,Yes,22,4,4,0,11,2,1,10,7,1,0,0
30,Travel_Rarely,1334,Sales,4,Medical,3,Female,63,2,2,Sales_exec,2,Divorced,5209,1,Yes,12,3,2,3,11,4,2,11,8,2,7,0
46,Travel_Frequently,638,RandD,1,Medical,3,Male,40,2,3,health_rep,1,Married,10673,2,Yes,13,3,3,1,21,5,2,10,9,9,5,0
32,Travel_Rarely,1093,Sales,6,Medical,2,Male,87,3,2,Sales_exec,3,Single,5010,1,No,16,3,1,0,12,0,3,11,8,5,7,0
54,Travel_Rarely,1217,RandD,2,TECH,1,Female,60,3,3,Research_dir,3,Married,13549,9,No,12,3,1,1,16,5,1,4,3,0,3,0
24,Travel_Rarely,1353,Sales,3,Other,1,Female,33,3,2,Sales_exec,3,Married,4999,0,No,21,4,1,1,4,2,2,3,2,0,2,0
28,Non-Travel,120,Sales,4,Medical,2,Male,43,3,2,Sales_exec,3,Married,4221,1,No,15,3,2,0,5,3,4,5,4,0,4,0
58,Travel_Rarely,682,Sales,10,Medical,4,Male,37,3,4,Sales_exec,3,Single,13872,0,No,13,3,3,0,38,1,2,37,10,1,8,0
44,Non-Travel,489,RandD,23,Medical,2,Male,67,3,2,Lab_tech,2,Married,2042,4,No,12,3,3,1,17,3,4,3,2,1,2,0
